instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
472,2012-04-16,summer,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,16
473,2012-04-17,summer,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,17
474,2012-04-18,summer,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,18
475,2012-04-19,summer,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,19
476,2012-04-20,summer,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,20
478,2012-04-22,summer,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,22
479,2012-04-23,summer,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,23
480,2012-04-24,summer,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0
481,2012-04-25,summer,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,1
482,2012-04-26,summer,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,2
483,2012-04-27,summer,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,3
484,2012-04-28,summer,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,4
485,2012-04-29,summer,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,6
486,2012-04-30,summer,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,7
487,2012-05-01,summer,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,8
488,2012-05-02,summer,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,9
489,2012-05-03,summer,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,10
490,2012-05-04,summer,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,11
492,2012-05-06,summer,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,13
493,2012-05-07,summer,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,14
494,2012-05-08,summer,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,15
495,2012-05-09,summer,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,16
496,2012-05-10,summer,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,17
497,2012-05-11,summer,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,18
499,2012-05-13,summer,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,20
500,2012-05-14,summer,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,21
501,2012-05-15,summer,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,22
502,2012-05-16,summer,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,23
503,2012-05-17,summer,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0
504,2012-05-18,summer,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,1
507,2012-05-21,summer,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,5
508,2012-05-22,summer,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,6
509,2012-05-23,summer,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,7
510,2012-05-24,summer,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,8
511,2012-05-25,summer,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,9
515,2012-05-29,summer,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,13
516,2012-05-30,summer,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,14
517,2012-05-31,summer,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,15
518,2012-06-01,summer,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,16
521,2012-06-04,summer,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,19
522,2012-06-05,summer,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,20
523,2012-06-06,summer,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,21
524,2012-06-07,summer,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,22
525,2012-06-08,summer,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,23
527,2012-06-10,summer,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,1
528,2012-06-11,summer,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,3
529,2012-06-12,summer,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,4
530,2012-06-13,summer,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,5
531,2012-06-14,summer,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,6
532,2012-06-15,summer,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,7
535,2012-06-18,summer,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,10
536,2012-06-19,summer,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,11
537,2012-06-20,summer,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,12
538,2012-06-21,fall,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,13
539,2012-06-22,fall,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,14
542,2012-06-25,fall,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,17
543,2012-06-26,fall,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,18
544,2012-06-27,fall,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,19
545,2012-06-28,fall,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,20
546,2012-06-29,fall,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,21
547,2012-06-30,fall,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,22
548,2012-07-01,fall,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,23
549,2012-07-02,fall,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0
550,2012-07-03,fall,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,1
552,2012-07-05,fall,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,4
553,2012-07-06,fall,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,5
554,2012-07-07,fall,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,6
555,2012-07-08,fall,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,7
556,2012-07-09,fall,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,8
557,2012-07-10,fall,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,9
558,2012-07-11,fall,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,10
559,2012-07-12,fall,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,11
560,2012-07-13,fall,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,12
562,2012-07-15,fall,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,14
563,2012-07-16,fall,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,15
564,2012-07-17,fall,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,16
565,2012-07-18,fall,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,17
566,2012-07-19,fall,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,18
567,2012-07-20,fall,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,19
568,2012-07-21,fall,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,20
570,2012-07-23,fall,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,22
571,2012-07-24,fall,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,23
572,2012-07-25,fall,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0
573,2012-07-26,fall,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,1
574,2012-07-27,fall,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,2
575,2012-07-28,fall,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,5
576,2012-07-29,fall,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,6
577,2012-07-30,fall,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,7
578,2012-07-31,fall,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,8
579,2012-08-01,fall,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,9
580,2012-08-02,fall,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,10
581,2012-08-03,fall,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,11
583,2012-08-05,fall,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,13
584,2012-08-06,fall,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,14
585,2012-08-07,fall,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,15
586,2012-08-08,fall,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,16
587,2012-08-09,fall,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,17
588,2012-08-10,fall,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,16
589,2012-08-11,fall,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,17
590,2012-08-12,fall,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,18
591,2012-08-13,fall,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,19
592,2012-08-14,fall,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,20
593,2012-08-15,fall,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,21
594,2012-08-16,fall,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,22
595,2012-08-17,fall,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,23
597,2012-08-19,fall,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,1
598,2012-08-20,fall,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,2
599,2012-08-21,fall,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,3
600,2012-08-22,fall,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,5
601,2012-08-23,fall,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,6
602,2012-08-24,fall,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,7
603,2012-08-25,fall,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,8
604,2012-08-26,fall,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,9
605,2012-08-27,fall,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,10
606,2012-08-28,fall,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,11
607,2012-08-29,fall,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,12
608,2012-08-30,fall,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,13
609,2012-08-31,fall,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,14
612,2012-09-03,fall,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,17
613,2012-09-04,fall,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,18
614,2012-09-05,fall,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,19
615,2012-09-06,fall,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,20
616,2012-09-07,fall,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,21
617,2012-09-08,fall,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,22
619,2012-09-10,fall,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0
620,2012-09-11,fall,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,1
621,2012-09-12,fall,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,2
622,2012-09-13,fall,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,3
623,2012-09-14,fall,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,4
625,2012-09-16,fall,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,7
626,2012-09-17,fall,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,8
627,2012-09-18,fall,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,9
628,2012-09-19,fall,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,10
629,2012-09-20,fall,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,11
630,2012-09-21,fall,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,12
633,2012-09-24,winter,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,15
634,2012-09-25,winter,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,16
635,2012-09-26,winter,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,17
636,2012-09-27,winter,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,18
637,2012-09-28,winter,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,19
639,2012-09-30,winter,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,21
640,2012-10-01,winter,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,22
641,2012-10-02,winter,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,23
642,2012-10-03,winter,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0
643,2012-10-04,winter,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,1
644,2012-10-05,winter,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,2
646,2012-10-07,winter,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,4
647,2012-10-08,winter,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,5
648,2012-10-09,winter,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,7
649,2012-10-10,winter,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,8
650,2012-10-11,winter,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,9
651,2012-10-12,winter,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,10
652,2012-10-13,winter,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,11
653,2012-10-14,winter,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,12
654,2012-10-15,winter,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,13
655,2012-10-16,winter,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,14
656,2012-10-17,winter,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,15
657,2012-10-18,winter,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,16
658,2012-10-19,winter,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,17
660,2012-10-21,winter,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,19
661,2012-10-22,winter,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,20
662,2012-10-23,winter,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,21
663,2012-10-24,winter,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,22
664,2012-10-25,winter,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,23
665,2012-10-26,winter,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0
667,2012-10-28,winter,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,2
668,2012-10-29,winter,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,3
669,2012-10-30,winter,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,4
670,2012-10-31,winter,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,5
671,2012-11-01,winter,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,6
672,2012-11-02,winter,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,7
673,2012-11-03,winter,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,8
674,2012-11-04,winter,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,9
675,2012-11-05,winter,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,10
676,2012-11-06,winter,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,11
677,2012-11-07,winter,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,12
678,2012-11-08,winter,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,13
679,2012-11-09,winter,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,14
680,2012-11-10,winter,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,15
682,2012-11-12,winter,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,17
683,2012-11-13,winter,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,18
684,2012-11-14,winter,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,19
685,2012-11-15,winter,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,20
686,2012-11-16,winter,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,21
687,2012-11-17,winter,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,22
688,2012-11-18,winter,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,23
689,2012-11-19,winter,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0
690,2012-11-20,winter,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,1
691,2012-11-21,winter,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,2
692,2012-11-22,winter,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,3
693,2012-11-23,winter,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,5
694,2012-11-24,winter,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,6
695,2012-11-25,winter,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,7
696,2012-11-26,winter,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,8
697,2012-11-27,winter,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,9
698,2012-11-28,winter,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,10
699,2012-11-29,winter,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,11
700,2012-11-30,winter,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,12
701,2012-12-01,winter,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,13
702,2012-12-02,winter,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,14
703,2012-12-03,winter,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,15
704,2012-12-04,winter,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,16
705,2012-12-05,winter,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,17
706,2012-12-06,winter,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,18
707,2012-12-07,winter,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,19
708,2012-12-08,winter,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,20
709,2012-12-09,winter,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,21
710,2012-12-10,winter,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,22
711,2012-12-11,winter,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,23
712,2012-12-12,winter,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0
713,2012-12-13,winter,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,1
714,2012-12-14,winter,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,2
715,2012-12-15,winter,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,3
716,2012-12-16,winter,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,4
717,2012-12-17,winter,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,5
718,2012-12-18,winter,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,6
719,2012-12-19,winter,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,7
720,2012-12-20,winter,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,8
721,2012-12-21,spring,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,9
722,2012-12-22,spring,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,10
723,2012-12-23,spring,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,11
724,2012-12-24,spring,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,12
725,2012-12-25,spring,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,13
726,2012-12-26,spring,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,14
727,2012-12-27,spring,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,15
728,2012-12-28,spring,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,16
729,2012-12-29,spring,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,17
730,2012-12-30,spring,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,18
731,2012-12-31,spring,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,19
